blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,longitude,latitude
637D,PUNGGOL DR,18,2003,Y,N,N,Y,N,N,PG,92,0,0,0,29,63,0,0,0,0,0,0,0,103.915464,1.39906
638,ANG MO KIO AVE 6,13,1980,Y,N,N,N,N,N,AMK,120,0,0,0,120,0,0,0,0,0,0,0,0,103.843893,1.380756
638,BEDOK RESERVOIR RD,15,1992,Y,N,N,N,N,N,BD,56,0,0,0,0,0,56,0,0,0,0,0,0,103.904381,1.331463
638,BT BATOK CTRL,2,1989,N,Y,N,N,N,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,103.749756,1.350271
638,CHOA CHU KANG ST 64,13,1996,Y,N,N,N,N,N,CCK,88,0,0,0,36,44,8,0,0,0,0,0,0,103.748373,1.397807
638,HOUGANG AVE 8,4,1986,Y,N,N,N,N,N,HG,16,0,0,0,0,0,16,0,0,0,0,0,0,103.878681,1.370859
638,JURONG WEST ST 61,4,2004,N,Y,N,Y,N,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,103.697078,1.341609
638,PASIR RIS DR 1,13,1994,Y,N,N,Y,N,N,PRC,72,0,0,0,0,72,0,0,0,0,0,0,0,103.940768,1.376147
638,PUNGGOL DR,5,2003,N,N,N,N,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,103.915198,1.399582
638,SENJA CL,4,2022,N,N,N,N,Y,N,BP,0,0,0,0,0,0,0,0,0,0,0,0,0,103.76083,1.388929
638,TAMPINES ST 62,1,2024,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,103.944899,1.364545
638,VEERASAMY RD,4,1985,N,Y,N,N,Y,N,CT,0,0,0,0,0,0,0,0,0,0,0,0,0,103.855346,1.307237
638,WOODLANDS RING RD,12,1997,Y,N,N,Y,N,N,WL,99,0,0,0,44,55,0,0,0,0,0,0,0,103.803193,1.436717
638,YISHUN ST 61,12,1986,Y,N,N,N,N,N,YS,110,0,0,0,110,0,0,0,0,0,0,0,0,103.838566,1.420259
638A,JURONG WEST ST 61,4,2004,N,Y,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,103.697607,1.341957
638A,PASIR RIS DR 1,1,1994,N,N,N,N,N,Y,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0,103.940823,1.375801
638A,PUNGGOL DR,18,2003,Y,N,N,N,N,N,PG,94,0,0,0,30,64,0,0,0,0,0,0,0,103.914879,1.400123
638A,SENJA CL,33,2022,Y,N,N,Y,N,N,BP,230,0,0,0,106,124,0,0,0,0,0,0,0,103.760924,1.38848
638A,TAMPINES ST 62,10,2023,Y,N,N,N,N,N,TAP,108,0,0,0,59,49,0,0,0,0,0,0,0,103.944631,1.364148
638A,WOODLANDS RING RD,1,1998,N,N,N,N,N,Y,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,103.803166,1.436498
638B,PUNGGOL DR,16,2003,Y,N,N,N,N,N,PG,76,0,0,0,15,61,0,0,0,0,0,0,0,103.915154,1.399886
638B,TAMPINES ST 62,12,2023,Y,N,N,N,N,N,TAP,106,0,0,0,62,44,0,0,0,0,0,0,0,103.944153,1.364576
638C,PUNGGOL DR,16,2003,Y,N,N,N,N,N,PG,76,0,0,0,15,61,0,0,0,0,0,0,0,103.915464,1.399733
639,ANG MO KIO AVE 6,12,1979,Y,N,N,Y,N,N,AMK,152,0,0,117,33,2,0,0,0,0,0,0,0,103.842389,1.379913
639,BEDOK RESERVOIR RD,15,1992,Y,N,N,N,N,N,BD,56,0,0,0,0,0,56,0,0,0,0,0,0,103.904622,1.331705
639,BT BATOK CTRL,16,1989,Y,Y,N,N,N,N,BB,48,0,0,0,12,36,0,0,0,0,0,0,0,103.749756,1.350271
639,CHOA CHU KANG ST 64,13,1996,Y,N,N,Y,N,N,CCK,87,0,0,0,36,43,8,0,0,0,0,0,0,103.748997,1.397827
639,HOUGANG AVE 8,4,1986,Y,N,N,N,N,N,HG,20,0,0,0,0,0,20,0,0,0,0,0,0,103.879784,1.370517
639,JURONG WEST ST 61,16,1997,Y,N,N,N,N,N,JW,125,0,0,0,65,60,0,0,0,0,0,0,0,103.696906,1.340672
639,PASIR RIS DR 1,13,1993,Y,Y,N,N,N,N,PRC,124,0,0,0,100,24,0,0,0,0,0,0,0,103.93994,1.376641
639,PUNGGOL DR,1,2003,N,Y,N,N,N,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,103.916057,1.399462
639,ROWELL RD,25,1982,Y,N,N,N,N,N,CT,96,0,0,9,73,14,0,0,0,0,0,0,0,103.855257,1.308519
639,SENJA CL,1,2022,N,N,N,N,N,Y,BP,0,0,0,0,0,0,0,0,0,0,0,0,0,103.761223,1.389078
639,TAMPINES ST 62,1,2023,N,N,N,N,N,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,103.94482,1.365419
639,WOODLANDS RING RD,12,1997,Y,N,N,N,N,N,WL,103,0,0,0,59,44,0,0,0,0,0,0,0,103.803232,1.437633
639,YISHUN ST 61,12,1986,Y,N,N,Y,N,N,YS,110,0,0,0,110,0,0,0,0,0,0,0,0,103.838449,1.42056
639A,TAMPINES ST 62,10,2023,Y,N,N,N,N,N,TAP,108,0,0,0,75,33,0,0,0,0,0,0,0,103.944983,1.364845
639A,WOODLANDS RING RD,5,1997,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,103.802613,1.437815
639B,TAMPINES ST 62,12,2023,Y,N,N,N,N,N,TAP,85,0,0,0,63,22,0,0,0,0,0,0,0,103.944569,1.365039
64,C'WEALTH DR,10,1963,Y,N,N,N,N,N,QT,116,0,0,0,0,0,0,0,0,0,28,84,4,-55.346761,49.153608
64,CIRCUIT RD,10,1965,Y,Y,N,N,N,N,GL,104,0,0,100,4,0,0,0,0,0,0,0,0,103.887159,1.326978
64,JLN MA'MOR,2,1959,Y,N,N,N,N,N,KWN,6,0,0,6,0,0,0,0,0,0,0,0,0,103.85786,1.328541
64,KALLANG BAHRU,13,1973,Y,N,N,Y,N,N,KWN,284,0,0,280,0,4,0,0,0,0,0,0,0,103.868451,1.320422
64,LENGKOK BAHRU,2,2000,N,N,N,N,Y,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,103.815218,1.289349
64,LOR 5 TOA PAYOH,12,1966,Y,N,N,N,N,N,TP,239,0,0,0,0,0,0,0,0,0,239,0,0,103.852657,1.335768
64,MARINE DR,14,1975,Y,N,N,N,N,N,MP,176,0,0,170,0,6,0,0,0,0,0,0,0,103.909395,1.302069
64,NEW UPP CHANGI RD,16,1977,Y,N,N,Y,N,N,BD,120,0,0,0,120,0,0,0,0,0,0,0,0,103.939844,1.324215
64,TEBAN GDNS RD,25,2001,Y,N,N,N,N,N,JE,122,0,0,0,98,24,0,0,0,0,0,0,0,103.738646,1.321753
64,TELOK BLANGAH DR,12,1978,Y,N,N,N,N,N,BM,192,0,0,164,22,2,4,0,0,0,0,0,0,103.810725,1.274452
64,TIONG POH RD,3,1937,Y,N,N,N,N,N,BM,24,0,2,15,7,0,0,0,0,0,0,0,0,103.83366,1.283644
64,YUNG KUANG RD,21,1973,Y,Y,N,N,N,N,JW,114,0,0,0,0,0,0,0,0,0,0,114,0,103.722426,1.332349
64A,C'WEALTH DR,1,2002,N,N,N,N,N,Y,QT,0,0,0,0,0,0,0,0,0,0,0,0,0,-55.346761,49.153608
640,ANG MO KIO AVE 6,13,1980,Y,N,N,N,N,N,AMK,120,0,0,0,120,0,0,0,0,0,0,0,0,103.843577,1.380037
640,BEDOK RESERVOIR RD,17,1993,Y,N,N,N,N,N,BD,62,0,0,0,0,0,62,0,0,0,0,0,0,103.904977,1.332045
640,BT BATOK CTRL,1,1989,N,Y,N,N,N,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,106.151808,-6.116966
640,CHOA CHU KANG ST 64,19,1996,Y,N,N,N,N,N,CCK,136,0,0,0,64,0,72,0,0,0,0,0,0,103.749623,1.397803
640,HOUGANG AVE 8,4,1986,Y,N,N,N,N,N,HG,16,0,0,0,0,0,16,0,0,0,0,0,0,103.879756,1.371322
640,JURONG WEST ST 61,16,1997,Y,N,N,Y,N,N,JW,120,0,0,0,60,60,0,0,0,0,0,0,0,103.696521,1.340144
640,PASIR RIS DR 1,13,1993,Y,N,N,N,N,N,PRC,128,0,0,0,104,24,0,0,0,0,0,0,0,103.940396,1.375813
640,ROWELL RD,10,1982,Y,Y,N,Y,N,N,CT,167,0,0,147,18,0,2,0,0,0,0,0,0,103.855257,1.308519
640,TAMPINES ST 62,1,2024,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,103.944417,1.366096
640,WOODLANDS RING RD,12,1997,Y,N,N,N,N,N,WL,114,0,0,0,59,55,0,0,0,0,0,0,0,103.802387,1.438078
640,YISHUN ST 61,12,1986,Y,Y,N,N,N,N,YS,68,0,0,22,28,0,18,0,0,0,0,0,0,103.838807,1.421062
640A,JURONG WEST ST 61,5,1997,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,103.696003,1.339796
640A,PUNGGOL DR,1,2003,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,103.915729,1.399294
640A,SENJA CL,38,2022,Y,N,N,Y,N,N,BP,418,0,202,68,148,0,0,0,0,0,0,0,0,103.761031,1.387579
640A,TAMPINES ST 62,11,2023,Y,N,N,N,N,N,TAP,90,0,0,0,54,36,0,0,0,0,0,0,0,103.94515,1.365693
640A,YISHUN ST 61,4,1986,Y,N,N,N,N,N,YS,12,0,0,5,3,0,4,0,0,0,0,0,0,103.839139,1.420872
640B,JURONG WEST ST 61,1,1998,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,103.695938,1.340025
640B,PUNGGOL DR,1,2003,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,103.915957,1.399132
640B,TAMPINES ST 62,12,2023,Y,N,N,Y,N,N,TAP,140,0,0,0,40,100,0,0,0,0,0,0,0,103.944575,1.365556
641,ANG MO KIO AVE 4,11,1980,Y,N,N,Y,N,N,AMK,240,0,0,0,0,0,0,0,0,0,240,0,0,103.840343,1.378602
641,BEDOK RESERVOIR RD,15,1993,Y,N,N,N,N,N,BD,52,0,0,0,0,0,52,0,0,0,0,0,0,103.905168,1.331716
641,BT BATOK CTRL,2,1989,N,Y,N,N,N,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,106.151808,-6.116966
641,CHOA CHU KANG ST 64,18,1996,Y,N,N,N,N,N,CCK,128,0,0,0,56,64,8,0,0,0,0,0,0,103.749818,1.398305
641,HOUGANG AVE 8,17,1986,Y,N,N,N,N,N,HG,64,0,0,0,0,64,0,0,0,0,0,0,0,103.880059,1.371276
641,JURONG WEST ST 61,15,1996,Y,N,N,Y,N,N,JW,126,0,0,0,70,56,0,0,0,0,0,0,0,103.696337,1.340732
641,PASIR RIS DR 1,13,1993,Y,N,N,N,N,N,PRC,84,0,0,0,60,24,0,0,0,0,0,0,0,103.939628,1.376426
641,ROWELL RD,25,1982,Y,N,N,N,N,N,CT,96,0,0,9,73,14,0,0,0,0,0,0,0,103.855175,1.308175
641,SENJA CL,1,2022,N,N,N,N,N,Y,BP,0,0,0,0,0,0,0,0,0,0,0,0,0,103.762093,1.387667
641,TAMPINES ST 62,1,2023,N,N,N,N,N,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,103.944156,1.366699
641,YISHUN ST 61,12,1986,Y,Y,N,N,N,N,YS,67,0,0,22,28,0,17,0,0,0,0,0,0,103.838166,1.420817
641A,PUNGGOL DR,18,2003,Y,N,N,N,N,N,PG,94,0,0,0,30,64,0,0,0,0,0,0,0,103.916995,1.398556
641A,SENJA CL,18,2021,Y,N,N,N,N,N,BP,134,0,51,17,66,0,0,0,0,0,0,0,0,103.762093,1.387667
641A,TAMPINES ST 62,13,2023,Y,N,N,Y,N,N,TAP,176,0,0,24,113,39,0,0,0,0,0,0,0,103.944061,1.366305
641B,PUNGGOL DR,16,2003,Y,N,N,N,N,N,PG,76,0,0,0,15,61,0,0,0,0,0,0,0,103.916716,1.398838
641B,TAMPINES ST 62,14,2023,Y,N,N,N,N,N,TAP,175,0,0,74,101,0,0,0,0,0,0,0,0,103.94363,1.367076
641C,PUNGGOL DR,16,2002,Y,N,N,N,N,N,PG,76,0,0,0,15,61,0,0,0,0,0,0,0,103.916395,1.398996
641C,TAMPINES ST 62,14,2023,Y,N,N,N,N,N,TAP,70,0,0,0,58,12,0,0,0,0,0,0,0,103.944068,1.366991
642,ANG MO KIO AVE 5,13,1980,Y,N,N,N,N,N,AMK,120,0,0,0,24,96,0,0,0,0,0,0,0,103.841446,1.377197
642,BEDOK RESERVOIR RD,15,1993,Y,N,N,N,N,N,BD,50,0,0,0,0,0,50,0,0,0,0,0,0,103.905556,1.331308
642,BT BATOK CTRL,13,1989,Y,Y,N,N,N,N,BB,48,0,0,0,20,28,0,0,0,0,0,0,0,103.749756,1.350271
642,CHOA CHU KANG ST 64,15,1996,Y,Y,N,N,N,N,CCK,104,0,0,0,44,52,8,0,0,0,0,0,0,103.7492,1.398397
642,HOUGANG AVE 8,10,1986,Y,Y,N,Y,N,N,HG,121,0,0,121,0,0,0,0,0,0,0,0,0,103.880101,1.371666
642,JURONG WEST ST 61,15,1998,Y,N,N,Y,N,N,JW,126,0,0,0,70,56,0,0,0,0,0,0,0,103.6958,1.340318
642,PASIR RIS DR 10,13,1993,Y,N,N,N,N,N,PRC,47,0,0,0,0,0,47,0,0,0,0,0,0,103.938369,1.377531
642,PUNGGOL DR,5,2002,N,N,N,N,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,103.916349,1.398741
642,ROWELL RD,25,1982,Y,Y,N,N,N,N,CT,88,0,0,0,74,14,0,0,0,0,0,0,0,103.856513,1.307793
642,SENJA CL,5,2021,N,Y,N,Y,Y,N,BP,0,0,0,0,0,0,0,0,0,0,0,0,0,103.762001,1.387047
642,YISHUN ST 61,12,1986,Y,N,N,N,N,N,YS,110,0,0,0,110,0,0,0,0,0,0,0,0,103.837447,1.42097
642A,PUNGGOL DR,18,2002,Y,N,N,N,N,N,PG,94,0,0,0,30,64,0,0,0,0,0,0,0,103.916709,1.398166
642B,PUNGGOL DR,18,2002,Y,N,N,N,N,N,PG,88,0,0,0,30,58,0,0,0,0,0,0,0,103.916297,1.39834
642C,PUNGGOL DR,18,2002,Y,N,N,N,N,N,PG,88,0,0,0,30,58,0,0,0,0,0,0,0,103.915955,1.398566
642D,PUNGGOL DR,18,2002,Y,N,N,Y,N,N,PG,92,0,0,0,29,63,0,0,0,0,0,0,0,103.915778,1.398857
643,ANG MO KIO AVE 5,13,1980,Y,N,N,Y,N,N,AMK,189,0,0,162,24,3,0,0,0,0,0,0,0,103.840596,1.377497
643,BEDOK RESERVOIR RD,16,1992,Y,N,N,N,N,N,BD,58,0,0,0,0,0,58,0,0,0,0,0,0,103.905846,1.330931
643,BT BATOK CTRL,2,1989,N,Y,N,N,N,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,103.749756,1.350271
643,CHOA CHU KANG ST 64,12,1996,Y,N,N,N,N,N,CCK,80,0,0,0,32,40,8,0,0,0,0,0,0,103.748604,1.398561
643,HOUGANG AVE 8,17,1987,Y,N,N,Y,N,N,HG,64,0,0,0,0,64,0,0,0,0,0,0,0,103.88062,1.371546
643,JURONG WEST ST 61,10,1997,Y,N,N,N,N,N,JW,144,0,0,0,144,0,0,0,0,0,0,0,0,103.695687,1.339278
643,PASIR RIS DR 10,13,1993,Y,N,N,N,N,N,PRC,49,0,0,0,0,0,49,0,0,0,0,0,0,103.937931,1.377763
643,PUNGGOL CTRL,18,2003,Y,N,N,N,N,N,PG,93,0,0,0,19,74,0,0,0,0,0,0,0,103.91601,1.397311
643,SENJA CL,5,2021,N,Y,N,N,Y,N,BP,0,0,0,0,0,0,0,0,0,0,0,0,0,103.762971,1.387859
643,WOODLANDS RING RD,12,1997,Y,N,N,Y,N,N,WL,99,0,0,0,55,44,0,0,0,0,0,0,0,103.801569,1.437696
643,YISHUN ST 61,13,1986,Y,N,N,N,N,N,YS,96,0,0,0,0,0,96,0,0,0,0,0,0,103.837437,1.421335
643A,SENJA CL,22,2021,Y,N,N,N,N,N,BP,101,0,0,0,80,21,0,0,0,0,0,0,0,103.76272,1.388367
643B,SENJA CL,30,2021,Y,N,N,N,N,N,BP,115,0,0,0,57,58,0,0,0,0,0,0,0,103.762971,1.388542
644,ANG MO KIO AVE 4,11,1980,Y,N,N,Y,N,N,AMK,158,0,0,136,20,1,1,0,0,0,0,0,0,103.840949,1.379134
644,BEDOK RESERVOIR RD,15,1992,Y,N,N,N,N,N,BD,56,0,0,0,0,0,56,0,0,0,0,0,0,103.905566,1.330717
644,BT BATOK CTRL,2,1989,N,Y,N,N,N,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,103.749756,1.350271
644,HOUGANG AVE 8,10,1986,Y,Y,N,N,N,N,HG,116,0,0,116,0,0,0,0,0,0,0,0,0,103.881381,1.371413
644,JURONG WEST ST 61,15,1997,Y,N,N,N,N,N,JW,112,0,0,0,56,56,0,0,0,0,0,0,0,103.696225,1.339512
644,PASIR RIS DR 10,13,1994,Y,Y,N,N,N,N,PRC,46,0,0,0,0,0,46,0,0,0,0,0,0,103.937557,1.378057
644,PUNGGOL CTRL,4,2003,N,N,N,N,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,103.915769,1.397829
644,SENJA CL,1,2022,N,N,N,N,N,Y,BP,0,0,0,0,0,0,0,0,0,0,0,0,0,103.762899,1.388243
644,WOODLANDS RING RD,12,1997,Y,N,N,N,N,N,WL,104,0,0,0,60,44,0,0,0,0,0,0,0,103.801599,1.436909
644,YISHUN ST 61,13,1986,Y,N,N,Y,N,N,YS,144,0,0,0,60,84,0,0,0,0,0,0,0,103.837475,1.421708
644A,BT BATOK CTRL,4,1989,N,N,N,N,Y,N,BB,0,0,0,0,0,0,0,0,0,0,0,0,0,103.749756,1.350271
644A,WOODLANDS RING RD,5,1997,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,103.801144,1.43737
645,ANG MO KIO AVE 6,12,1980,Y,N,N,Y,N,N,AMK,352,0,0,0,0,0,0,0,0,0,352,0,0,103.842235,1.379266
645,HOUGANG AVE 8,13,1986,Y,N,N,N,N,N,HG,120,0,0,120,0,0,0,0,0,0,0,0,0,103.881456,1.37176
645,JLN TENAGA,15,1992,Y,N,N,Y,N,N,BD,76,0,0,0,0,76,0,0,0,0,0,0,0,103.906624,1.3316
645,JURONG WEST ST 61,16,1998,Y,N,N,N,N,N,JW,140,0,0,0,80,60,0,0,0,0,0,0,0,103.696509,1.339062
645,PASIR RIS DR 10,13,1994,Y,N,N,N,N,N,PRC,44,0,0,0,0,0,44,0,0,0,0,0,0,103.937791,1.37842
645,PUNGGOL CTRL,18,2003,Y,N,N,N,N,N,PG,100,0,0,0,32,68,0,0,0,0,0,0,0,103.916317,1.397767
645,SENJA CL,2,2022,N,N,N,Y,N,N,BP,0,0,0,0,0,0,0,0,0,0,0,0,0,103.762732,1.38881
645,TAMPINES ST 62,1,2023,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,103.942541,1.365578
645,WOODLANDS RING RD,12,1997,Y,N,N,Y,N,N,WL,91,0,0,0,69,22,0,0,0,0,0,0,0,103.800943,1.437051
645,YISHUN ST 61,13,1987,Y,Y,N,N,N,N,YS,73,0,0,24,33,0,16,0,0,0,0,0,0,103.838606,1.421902
645A,TAMPINES ST 62,14,2022,Y,N,N,N,N,N,TAP,134,0,0,0,88,46,0,0,0,0,0,0,0,103.942986,1.365087
645A,YISHUN ST 61,4,1986,Y,N,N,N,N,N,YS,12,0,0,5,3,0,4,0,0,0,0,0,0,103.838598,1.422178
645B,TAMPINES ST 62,15,2022,Y,N,N,N,N,N,TAP,176,0,0,0,98,78,0,0,0,0,0,0,0,103.942345,1.365848
646,ANG MO KIO AVE 6,13,1980,Y,N,N,Y,N,N,AMK,192,0,0,144,48,0,0,0,0,0,0,0,0,103.843312,1.364692
646,HOUGANG AVE 8,4,1986,Y,N,N,N,N,N,HG,8,0,0,0,0,0,8,0,0,0,0,0,0,103.88074,1.37184
646,JLN TENAGA,15,1992,Y,N,N,N,N,N,BD,68,0,0,0,14,54,0,0,0,0,0,0,0,103.906156,1.331263
646,JURONG WEST ST 61,16,1997,Y,N,N,Y,N,N,JW,120,0,0,0,60,60,0,0,0,0,0,0,0,103.697015,1.339464
646,PASIR RIS DR 10,13,1994,Y,N,N,N,N,N,PRC,46,0,0,0,0,0,46,0,0,0,0,0,0,103.93818,1.378096
646,PUNGGOL CTRL,18,2003,Y,N,N,N,N,N,PG,91,0,0,0,31,60,0,0,0,0,0,0,0,103.915748,1.398147
646,SENJA CL,4,2022,N,N,N,N,Y,N,BP,0,0,0,0,0,0,0,0,0,0,0,0,0,103.763797,1.389627
646,TAMPINES ST 62,7,2022,N,N,N,N,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,103.943159,1.366021
646,WOODLANDS RING RD,12,1997,Y,N,N,Y,N,N,WL,63,0,0,0,0,0,63,0,0,0,0,0,0,103.800402,1.437607
646,YISHUN ST 61,12,1986,Y,N,N,Y,N,N,YS,132,0,0,0,132,0,0,0,0,0,0,0,0,103.837491,1.422112
646A,SENJA CL,18,2022,Y,N,N,N,N,N,BP,202,0,0,0,0,0,0,0,0,101,101,0,0,103.763797,1.389627
646A,TAMPINES ST 62,14,2022,Y,N,N,N,N,N,TAP,98,0,0,0,46,52,0,0,0,0,0,0,0,103.943165,1.365513
646B,TAMPINES ST 62,15,2022,Y,N,N,Y,N,N,TAP,134,0,0,0,78,56,0,0,0,0,0,0,0,103.942464,1.366536
647,ANG MO KIO AVE 6,13,1980,Y,N,N,N,N,N,AMK,192,0,0,0,0,0,0,0,0,0,192,0,0,103.843312,1.364693
647,HOUGANG AVE 8,4,1986,Y,N,N,N,N,N,HG,12,0,0,0,0,0,12,0,0,0,0,0,0,103.880385,1.37197
647,JLN TENAGA,14,1992,Y,N,N,N,N,N,BD,91,0,0,0,26,65,0,0,0,0,0,0,0,103.905724,1.331755
647,JURONG WEST ST 61,15,1997,Y,N,N,N,N,N,JW,130,0,0,0,74,56,0,0,0,0,0,0,0,103.69744,1.340039
647,PASIR RIS DR 10,13,1993,Y,N,N,N,N,N,PRC,47,0,0,0,0,0,47,0,0,0,0,0,0,103.939081,1.378474
647,PUNGGOL CTRL,18,2003,Y,N,N,N,N,N,PG,103,0,0,0,33,70,0,0,0,0,0,0,0,103.915474,1.398059
647,SENJA CL,1,2022,N,N,N,N,N,Y,BP,0,0,0,0,0,0,0,0,0,0,0,0,0,103.7635,1.388408
647,TAMPINES ST 62,8,2022,N,N,N,Y,Y,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,103.941842,1.367378
647,WOODLANDS RING RD,12,1998,Y,N,N,N,N,N,WL,63,0,0,0,0,0,63,0,0,0,0,0,0,103.801005,1.437943
647,YISHUN ST 61,9,1986,Y,N,N,N,N,N,YS,100,0,0,0,60,40,0,0,0,0,0,0,0,103.837274,1.422564
647A,JURONG WEST ST 61,5,1996,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,103.696824,1.339839
647A,JLN TENAGA,1,1993,N,N,N,N,N,Y,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,103.906032,1.331496
647A,PUNGGOL CTRL,1,2003,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,103.915534,1.398467
647A,SENJA CL,36,2022,Y,N,N,N,N,N,BP,304,0,234,70,0,0,0,0,0,0,0,0,0,103.763815,1.388761
647A,TAMPINES ST 62,15,2022,Y,N,N,N,N,N,TAP,194,0,0,0,110,84,0,0,0,0,0,0,0,103.941051,1.367675
647B,JURONG WEST ST 61,1,1997,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,103.69714,1.339776
647B,SENJA CL,36,2022,Y,N,N,N,N,N,BP,269,0,166,35,68,0,0,0,0,0,0,0,0,103.7635,1.388408
648,ANG MO KIO AVE 5,13,1980,Y,N,N,N,N,N,AMK,120,0,0,0,24,96,0,0,0,0,0,0,0,103.837171,1.377414
648,HOUGANG AVE 8,13,1986,Y,N,N,N,N,N,HG,120,0,0,0,120,0,0,0,0,0,0,0,0,103.879794,1.372126
648,JLN TENAGA,16,1992,Y,N,N,N,N,N,BD,90,0,0,0,16,74,0,0,0,0,0,0,0,103.905505,1.332346
648,JURONG WEST ST 61,5,1998,N,N,N,N,Y,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,103.697352,1.339015
648,PASIR RIS DR 10,13,1993,Y,N,N,N,N,N,PRC,47,0,0,0,0,0,47,0,0,0,0,0,0,103.938681,1.378802
648,PUNGGOL CTRL,18,2003,Y,N,N,N,N,N,PG,93,0,0,0,19,74,0,0,0,0,0,0,0,103.915198,1.39769
648,TAMPINES ST 62,1,2023,N,N,N,N,N,Y,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,103.941155,1.367892
648,WOODLANDS RING RD,12,1998,Y,N,N,N,N,N,WL,53,0,0,0,0,0,53,0,0,0,0,0,0,103.801474,1.438303
648A,JURONG WEST ST 61,16,1999,Y,N,N,N,N,N,JW,92,0,0,0,30,62,0,0,0,0,0,0,0,103.697549,1.338426
648A,TAMPINES ST 62,15,2022,Y,N,N,N,N,N,TAP,182,0,0,42,70,70,0,0,0,0,0,0,0,103.940598,1.368195
648B,JURONG WEST ST 61,16,1999,Y,N,N,Y,N,N,JW,92,0,0,0,30,62,0,0,0,0,0,0,0,103.69811,1.33842
648B,TAMPINES ST 62,15,2022,Y,N,N,N,N,N,TAP,182,0,0,42,70,70,0,0,0,0,0,0,0,103.94038,1.36751
648C,JURONG WEST ST 61,16,1999,Y,N,N,Y,N,N,JW,90,0,0,0,30,60,0,0,0,0,0,0,0,103.697959,1.338979
648C,TAMPINES ST 62,15,2022,Y,N,N,N,N,N,TAP,168,0,0,0,84,84,0,0,0,0,0,0,0,103.941273,1.366916
648D,JURONG WEST ST 61,16,1998,Y,N,N,Y,N,N,JW,90,0,0,0,30,60,0,0,0,0,0,0,0,103.697761,1.339394
649,ANG MO KIO AVE 5,13,1980,Y,N,N,N,N,N,AMK,208,0,0,176,24,5,3,0,0,0,0,0,0,103.837171,1.377414
649,HOUGANG AVE 8,17,1986,Y,Y,N,N,N,N,HG,64,0,0,0,0,64,0,0,0,0,0,0,0,103.880529,1.372366
649,JLN TENAGA,16,1992,Y,Y,N,N,N,N,BD,82,0,0,0,0,82,0,0,0,0,0,0,0,103.906154,1.332398
649,JURONG WEST ST 61,1,1999,N,N,N,N,N,Y,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,103.697044,1.338959
649,PASIR RIS DR 10,13,1993,Y,N,N,Y,N,N,PRC,46,0,0,0,0,0,46,0,0,0,0,0,0,103.938383,1.378451
649,PUNGGOL CTRL,18,2003,Y,N,N,N,N,N,PG,99,0,0,0,19,80,0,0,0,0,0,0,0,103.914882,1.397243
649,WOODLANDS RING RD,12,1997,Y,N,N,Y,N,N,WL,147,0,0,0,103,44,0,0,0,0,0,0,0,103.800963,1.438936
